pose_id,wrist_dist,ankle_dist,shoulder_dist,hip_dist,l_wrist_hip,r_wrist_hip,l_hand_head,r_hand_head,l_wrist_shoulder,r_wrist_shoulder
20,23.494260787963867,10.096153259277344,16.350894927978516,14.56662654876709,12.98310661315918,27.060699462890625,61.334861755371094,65.1375503540039,36.175296783447266,39.101295471191406
21,21.581573486328125,10.996722221374512,16.10956382751465,13.50525951385498,11.442296028137207,24.142980575561523,62.515846252441406,64.94670104980469,38.443607330322266,39.79080581665039
22,21.594453811645508,12.7391357421875,18.490610122680664,14.172821998596191,11.036969184875488,26.755643844604492,63.92518615722656,64.47848510742188,38.334651947021484,37.456241607666016
23,22.19440269470215,7.493993759155273,17.205028533935547,15.05642032623291,13.085000991821289,26.399866104125977,62.873809814453125,66.99131774902344,37.60733413696289,40.576515197753906
24,23.04658317565918,9.01732349395752,17.848535537719727,13.596701622009277,12.16130542755127,26.99701690673828,63.82788848876953,66.79708099365234,36.39482116699219,41.71985626220703
25,24.52144432067871,10.345948219299316,18.406225204467773,13.35123348236084,12.22232437133789,25.51640510559082,62.9404296875,66.42082214355469,36.27893829345703,41.77517318725586
26,23.090988159179688,11.857808113098145,16.728294372558594,14.102128028869629,11.994844436645508,27.110368728637695,62.03138732910156,64.19544219970703,36.38625717163086,39.96407699584961
27,21.353357315063477,9.808662414550781,16.839183807373047,14.995001792907715,12.90164852142334,27.58856964111328,62.136295318603516,64.73716735839844,38.30607223510742,41.012939453125
28,21.333646774291992,9.767389297485352,15.960866928100586,12.51548957824707,13.116995811462402,24.991540908813477,62.19984817504883,65.5423583984375,36.302127838134766,39.962005615234375
29,21.526395797729492,11.724749565124512,15.698221206665039,15.144758224487305,13.365925788879395,25.87220001220703,61.60335922241211,63.742225646972656,37.824615478515625,38.972633361816406
30,21.92201042175293,10.439973831176758,17.42101287841797,13.286395072937012,11.484058380126953,26.1292667388916,61.84898376464844,63.99406814575195,36.90504455566406,39.21255874633789
31,23.18008041381836,10.75953197479248,16.587068557739258,12.973358154296875,13.79390811920166,25.578113555908203,63.09721374511719,65.19307708740234,38.871063232421875,40.898433685302734
32,24.0406551361084,9.623000144958496,17.659448623657227,13.55118465423584,11.892597198486328,25.33496856689453,63.262264251708984,65.71580505371094,38.64503860473633,40.18885803222656
33,21.080631256103516,10.364776611328125,17.81692886352539,13.288579940795898,10.622991561889648,26.896820068359375,63.33209228515625,66.03082275390625,38.0060920715332,40.57002639770508
34,23.006235122680664,11.52353286743164,17.221288681030273,12.05344009399414,10.31026554107666,24.43137550354004,63.41413879394531,65.90196228027344,37.610965728759766,42.49928283691406
35,22.89866828918457,10.52828598022461,18.27085304260254,12.992939949035645,10.54152774810791,25.906970977783203,63.431846618652344,63.093597412109375,39.24163818359375,38.20011901855469
36,21.616283416748047,10.396204948425293,18.42292022705078,13.484859466552734,13.540096282958984,25.954986572265625,59.93255615234375,62.822975158691406,35.131317138671875,38.84667205810547
37,22.15846824645996,10.697260856628418,16.598342895507812,14.81600570678711,12.149431228637695,26.220521926879883,62.92497253417969,64.62732696533203,36.3978157043457,41.56996536254883
38,21.582565307617188,9.717002868652344,19.079362869262695,12.501605033874512,10.878822326660156,25.048519134521484,63.48889923095703,65.79068756103516,38.6518440246582,39.214839935302734
39,22.34746551513672,9.258585929870605,18.77849769592285,12.643568992614746,12.907520294189453,26.670331954956055,62.11958312988281,64.97895050048828,37.56918716430664,40.5916748046875
40,23.325729370117188,10.562085151672363,15.907923698425293,13.910257339477539,14.178966522216797,26.052997589111328,61.41493606567383,64.21515655517578,37.50495147705078,40.289329528808594
41,22.51728630065918,10.144158363342285,19.206241607666016,13.852950096130371,9.145447731018066,23.737855911254883,63.74946975708008,62.99045944213867,39.874732971191406,40.57988357543945
42,24.00632095336914,10.76520824432373,16.95189094543457,14.404890060424805,13.823079109191895,24.88196563720703,61.751949310302734,63.795047760009766,38.01668167114258,39.89078140258789
43,25.012439727783203,10.907017707824707,19.158811569213867,13.918290138244629,11.789898872375488,27.35602569580078,64.22854614257812,63.98731231689453,38.393592834472656,38.68262481689453
44,23.782468795776367,10.811906814575195,17.257736206054688,13.880661010742188,12.640921592712402,25.8723087310791,62.264156341552734,64.4948501586914,38.195247650146484,39.93017578125
45,23.347707748413086,11.8858060836792,17.555553436279297,13.75188159942627,12.717788696289062,26.478116989135742,62.94475173950195,65.04476165771484,36.88882064819336,38.01320266723633
46,24.721403121948242,8.335184097290039,17.00048065185547,15.11618709564209,12.216689109802246,25.99997329711914,62.80253982543945,66.6153564453125,37.19080352783203,41.929813385009766
47,23.111112594604492,11.523666381835938,17.556743621826172,14.666457176208496,10.503320693969727,26.486000061035156,62.06747817993164,63.086116790771484,37.99752426147461,37.788360595703125
48,20.553314208984375,12.131531715393066,19.207096099853516,12.324383735656738,12.491447448730469,24.448429107666016,62.40788650512695,64.3590316772461,40.18319320678711,38.62322998046875
49,24.435791015625,10.027106285095215,15.507397651672363,15.522313117980957,11.931767463684082,28.437381744384766,62.57251739501953,64.94873046875,38.15504837036133,41.60935592651367
50,24.406665802001953,11.737333297729492,15.46343994140625,14.399621963500977,13.984940528869629,26.931245803833008,62.40578842163086,64.91307067871094,38.31217956542969,39.66166687011719
51,23.664548873901367,11.06343936920166,17.321184158325195,13.251510620117188,11.131247520446777,27.213247299194336,63.39078903198242,64.60981750488281,38.760379791259766,40.218360900878906
52,22.169729232788086,10.88355827331543,17.31791877746582,13.232867240905762,9.548043251037598,24.0279598236084,63.379520416259766,65.85487365722656,38.741943359375,40.311161041259766
53,23.385311126708984,12.533895492553711,16.000337600708008,13.490462303161621,11.392548561096191,28.136014938354492,62.460872650146484,63.178565979003906,38.30439376831055,40.89460754394531
54,22.39056968688965,10.033317565917969,19.54378890991211,14.28124713897705,11.8323974609375,26.9073543548584,63.875755310058594,65.41211700439453,39.9283561706543,39.5842170715332
55,22.902101516723633,11.505541801452637,18.650911331176758,15.599736213684082,11.121540069580078,25.415353775024414,62.930084228515625,65.3213119506836,37.7408447265625,38.990028381347656
56,22.65900230407715,8.991463661193848,16.906105041503906,14.296610832214355,11.050572395324707,25.414505004882812,63.814205169677734,65.78890228271484,40.33747863769531,40.49462127685547
57,23.414505004882812,10.39605712890625,17.925914764404297,12.814209938049316,12.348227500915527,25.909149169921875,63.59242248535156,66.06478881835938,39.02420425415039,40.38227081298828
58,23.691743850708008,9.3457612991333,16.187442779541016,12.55040168762207,11.103081703186035,26.727354049682617,64.47460174560547,65.23461151123047,38.85536575317383,39.58855056762695
59,23.364931106567383,8.740498542785645,18.036640167236328,14.096074104309082,12.86203670501709,27.310426712036133,62.010101318359375,66.28407287597656,36.862037658691406,40.6762580871582
60,21.590673446655273,9.30502986907959,15.951227188110352,13.164770126342773,13.378636360168457,25.522977828979492,63.40324020385742,65.3248062133789,37.773189544677734,40.175079345703125
61,23.587190628051758,10.666779518127441,17.788963317871094,13.394950866699219,10.893857955932617,26.517887115478516,62.242496490478516,64.94696044921875,36.647891998291016,40.25127410888672
62,21.957996368408203,10.436660766601562,18.210508346557617,16.005279541015625,9.302410125732422,25.942075729370117,61.49577713012695,64.5217514038086,38.1667594909668,39.48171615600586
63,21.45016098022461,9.298481941223145,16.087276458740234,12.495651245117188,13.19363021850586,25.449743270874023,63.34311294555664,65.72029113769531,38.19670867919922,41.64361572265625
64,21.892459869384766,9.233348846435547,17.98391342163086,12.805319786071777,12.532262802124023,24.995683670043945,63.17894744873047,65.29740905761719,38.35464096069336,38.17897033691406
65,22.9726619720459,10.80639362335205,16.76642608642578,14.695802688598633,11.253036499023438,26.285537719726562,62.288272857666016,64.99574279785156,37.06025314331055,39.68074417114258
66,23.142932891845703,12.174722671508789,16.717397689819336,13.609992980957031,12.397324562072754,26.093690872192383,62.69109344482422,65.15301513671875,35.550697326660156,39.58180618286133
67,22.53201675415039,12.144231796264648,17.734773635864258,12.849117279052734,11.357314109802246,24.4873046875,65.3293685913086,66.24993896484375,40.09151840209961,39.999351501464844
68,23.22932243347168,10.972662925720215,17.59297752380371,14.808989524841309,13.401717185974121,28.122867584228516,62.305049896240234,65.37628936767578,36.656707763671875,41.89060974121094
69,22.094667434692383,11.372974395751953,17.9394588470459,15.078861236572266,12.129626274108887,24.77346420288086,61.922054290771484,65.04803466796875,38.68916320800781,41.36516571044922
70,22.8764705657959,9.542733192443848,18.835819244384766,15.02707290649414,11.065201759338379,25.411344528198242,61.5753173828125,64.10076904296875,37.9560661315918,40.410850524902344
71,21.382600784301758,12.7366943359375,16.357404708862305,13.299476623535156,11.28920841217041,25.6124210357666,62.08988571166992,64.7098159790039,37.4709587097168,41.731101989746094
72,20.876310348510742,11.487882614135742,14.403351783752441,15.21363353729248,11.536172866821289,25.759719848632812,60.606998443603516,63.53586959838867,38.399017333984375,40.534847259521484
73,21.821853637695312,13.131481170654297,16.879783630371094,14.732436180114746,14.559595108032227,25.495454788208008,61.34993362426758,63.33930206298828,37.89396286010742,39.30107116699219
74,23.155738830566406,9.745494842529297,17.98972511291504,15.673349380493164,13.668455123901367,27.863933563232422,61.56078338623047,65.77891540527344,35.691410064697266,41.31035614013672
75,23.837682723999023,9.745986938476562,16.47730255126953,11.679725646972656,13.503854751586914,27.020784378051758,63.06400680541992,65.34200286865234,38.156837463378906,39.71841049194336
76,23.646360397338867,10.373391151428223,18.340097427368164,13.436662673950195,12.175652503967285,25.820419311523438,63.65099334716797,65.35272216796875,38.40714645385742,41.0235595703125
77,23.481815338134766,9.953079223632812,15.610785484313965,14.825688362121582,12.241679191589355,27.311843872070312,63.96840286254883,64.8104476928711,38.710147857666016,38.22785186767578
78,21.884037017822266,10.378140449523926,16.125499725341797,13.918551445007324,12.098877906799316,25.148881912231445,63.546024322509766,65.47933197021484,37.16074752807617,40.24952697753906
79,22.318330764770508,10.30629825592041,16.497894287109375,13.126705169677734,12.814697265625,25.522573471069336,63.014190673828125,64.39710235595703,38.071712493896484,40.6895866394043
80,22.7499942779541,11.139595985412598,19.93731117248535,15.460221290588379,9.878642082214355,25.409923553466797,64.02972412109375,64.09593963623047,39.25580596923828,38.06342697143555
81,22.432296752929688,11.802359580993652,16.780176162719727,15.772385597229004,12.9863920211792,26.61829948425293,61.647491455078125,64.15821075439453,37.20160675048828,37.87390899658203
82,23.100263595581055,10.376725196838379,18.88517951965332,14.032069206237793,15.822099685668945,26.045711517333984,61.979827880859375,65.25208282470703,35.59912872314453,38.32861328125
83,23.80044937133789,8.819086074829102,17.270503997802734,11.08521556854248,11.413708686828613,25.343503952026367,62.96959686279297,65.25271606445312,38.682369232177734,40.64270782470703
84,23.15939712524414,11.155448913574219,18.076454162597656,14.143560409545898,9.940011024475098,24.135007858276367,63.470218658447266,64.35205078125,39.1653938293457,40.33075714111328
85,22.8920841217041,11.079715728759766,17.24523162841797,15.49124813079834,9.90816879272461,24.952322006225586,61.32259750366211,64.66047668457031,39.105491638183594,39.64826965332031
86,21.609119415283203,8.932341575622559,17.184860229492188,11.09054946899414,12.288778305053711,25.095298767089844,62.72878646850586,64.75169372558594,36.987735748291016,40.19723129272461
87,23.575000762939453,10.132457733154297,16.238933563232422,13.162922859191895,13.202383995056152,25.388578414916992,61.26122283935547,65.87261199951172,35.8762321472168,40.06517028808594
88,25.406248092651367,11.347604751586914,15.557092666625977,14.03913402557373,9.111749649047852,28.74149513244629,63.61373519897461,64.69988250732422,36.346351623535156,39.57168960571289
89,22.29151153564453,10.002906799316406,17.98967170715332,12.032281875610352,11.153717994689941,27.541982650756836,64.61624908447266,64.60801696777344,38.74475860595703,38.053897857666016
90,25.169776916503906,10.362831115722656,19.385169982910156,14.984800338745117,12.81010627746582,26.73871421813965,63.42783737182617,66.02922058105469,38.94010543823242,39.72793197631836
91,23.053007125854492,8.836549758911133,15.704801559448242,13.28463077545166,13.117817878723145,24.863323211669922,63.99425506591797,66.78044128417969,39.43163299560547,42.09159469604492
92,23.771984100341797,12.177831649780273,17.216224670410156,15.723611831665039,11.283413887023926,26.991588592529297,62.47834396362305,65.27700805664062,38.031673431396484,40.71357727050781
93,22.216772079467773,10.054972648620605,16.511985778808594,12.933330535888672,11.904733657836914,27.124496459960938,61.844451904296875,63.65846633911133,37.46112823486328,39.090126037597656
94,25.396604537963867,11.774447441101074,18.073911666870117,12.776805877685547,11.79388427734375,25.587202072143555,62.77251434326172,65.07173919677734,37.543701171875,40.94330978393555
95,23.8636531829834,11.146060943603516,15.867982864379883,13.001099586486816,13.876032829284668,24.944129943847656,63.04869842529297,64.98595428466797,36.67649459838867,40.7238655090332
96,23.46965980529785,9.192317962646484,17.440080642700195,14.04603099822998,11.840736389160156,24.383710861206055,63.589054107666016,66.59925842285156,37.55325698852539,40.1544189453125
97,22.43648910522461,11.807584762573242,16.647733688354492,13.105266571044922,8.845561027526855,25.109344482421875,65.09806060791016,64.10975646972656,41.05196762084961,39.28144073486328
98,21.50276756286621,11.31208324432373,16.764440536499023,11.18470287322998,13.094015121459961,23.61458969116211,63.5614013671875,66.0126724243164,37.52792739868164,39.31571578979492
99,22.606721878051758,11.19103717803955,15.814980506896973,13.870744705200195,11.942561149597168,25.583742141723633,60.692283630371094,64.91397857666016,36.69232940673828,40.544490814208984
100,24.152494430541992,11.5712251663208,16.517349243164062,13.482540130615234,12.01701831817627,26.310955047607422,63.44041061401367,65.96028900146484,37.6839485168457,40.69601058959961
101,24.44979476928711,10.613991737365723,17.886268615722656,13.791913986206055,12.006488800048828,25.845075607299805,62.137569427490234,64.14422607421875,37.86928939819336,40.20747756958008
102,21.22084617614746,11.142912864685059,15.495738983154297,12.259757995605469,11.104118347167969,24.19790267944336,64.61982727050781,64.79580688476562,40.29253387451172,40.211666107177734
103,24.17565155029297,9.95258903503418,18.610916137695312,14.400206565856934,12.087313652038574,24.94319725036621,63.59033203125,65.64874267578125,37.04595947265625,39.29014587402344
104,25.288326263427734,11.842842102050781,15.851765632629395,12.495260238647461,12.3963041305542,25.741180419921875,62.82389450073242,65.0489730834961,38.43878173828125,41.130210876464844
105,22.901203155517578,11.988678932189941,17.640432357788086,15.115696907043457,11.441226959228516,26.229352951049805,64.80575561523438,65.8344955444336,39.117095947265625,40.218143463134766
106,21.632461547851562,12.288390159606934,18.335752487182617,12.17638111114502,11.65396499633789,24.552326202392578,61.01696014404297,63.91031265258789,36.32652282714844,40.88742446899414
107,23.865997314453125,10.656482696533203,16.588367462158203,14.478780746459961,11.673766136169434,26.856483459472656,62.44853210449219,63.541202545166016,38.6302490234375,40.64458084106445
108,22.605545043945312,10.472830772399902,16.138355255126953,12.785391807556152,11.369827270507812,25.004863739013672,63.30887985229492,64.1368637084961,38.407188415527344,38.8579216003418
109,22.51283073425293,10.74686050415039,15.498026847839355,12.731035232543945,12.277804374694824,26.911956787109375,62.11663055419922,65.78736877441406,35.875003814697266,41.14105224609375
110,22.649629592895508,11.076043128967285,17.951427459716797,15.307796478271484,10.245465278625488,27.619598388671875,64.44992065429688,63.64534378051758,40.10995864868164,40.194210052490234
111,21.900163650512695,11.193010330200195,17.464929580688477,14.809931755065918,11.662514686584473,24.762371063232422,62.7808952331543,65.38313293457031,37.448081970214844,40.66840362548828
112,22.144018173217773,12.943002700805664,16.573692321777344,13.192657470703125,10.971981048583984,22.838666915893555,62.336769104003906,63.92537307739258,38.05842971801758,37.6844596862793
113,21.497217178344727,10.617215156555176,18.55171012878418,13.765166282653809,12.531318664550781,26.026893615722656,63.952877044677734,65.39082336425781,37.69220733642578,39.3887825012207
114,23.810043334960938,10.32663345336914,18.184724807739258,14.125114440917969,12.781118392944336,25.894550323486328,63.278438568115234,67.13726806640625,37.209712982177734,42.3130989074707
115,24.102113723754883,12.92373275756836,17.47484016418457,12.929610252380371,12.509841918945312,25.485519409179688,62.61861038208008,65.18095397949219,36.53218460083008,39.35050582885742
116,21.612272262573242,10.683571815490723,16.797048568725586,13.214938163757324,12.181795120239258,24.651569366455078,62.30813217163086,64.50259399414062,37.660423278808594,39.92484664916992
117,23.01405906677246,9.674744606018066,17.403757095336914,13.507563591003418,9.499987602233887,25.4122371673584,62.66841125488281,66.06578063964844,37.17060470581055,40.463558197021484
118,22.405529022216797,9.731830596923828,17.603572845458984,15.539569854736328,11.35523796081543,25.55575942993164,62.339820861816406,65.37769317626953,36.400386810302734,41.59135437011719
119,21.5523681640625,9.583491325378418,16.79930877685547,13.722464561462402,11.699501037597656,26.196866989135742,63.8084831237793,67.0611343383789,38.517616271972656,41.76845169067383
120,22.589780807495117,10.732479095458984,18.23163414001465,14.166950225830078,10.537184715270996,26.92598533630371,63.78755569458008,63.53017807006836,39.924224853515625,37.963294982910156
121,23.37751579284668,9.169090270996094,16.813701629638672,13.400522232055664,12.669577598571777,25.205991744995117,63.468814849853516,65.3922119140625,38.02553176879883,39.50829315185547
122,23.849212646484375,9.203996658325195,17.9442138671875,13.295761108398438,10.895418167114258,27.259521484375,64.3855972290039,65.7162857055664,39.46662521362305,40.36107635498047
123,22.666147232055664,11.34589958190918,15.92248821258545,13.163576126098633,14.506492614746094,26.231796264648438,62.80563735961914,66.3104019165039,37.25433349609375,40.466285705566406
124,24.02326774597168,9.620079040527344,14.616130828857422,13.02407455444336,12.550518989562988,25.69316864013672,62.50613021850586,66.30126953125,36.411468505859375,40.597900390625
125,23.93084144592285,9.999678611755371,19.60050392150879,14.539854049682617,12.096131324768066,26.55770492553711,63.964942932128906,65.9524917602539,38.61790084838867,40.15387725830078
126,23.240625381469727,9.089154243469238,16.842329025268555,14.18557071685791,12.44511890411377,25.464536666870117,60.73451232910156,65.36372375488281,37.02324295043945,40.712589263916016
127,23.412235260009766,12.276166915893555,16.370134353637695,13.669512748718262,11.819252967834473,26.065265655517578,62.535430908203125,64.92852020263672,39.54524612426758,40.47549819946289
128,24.50358009338379,9.370688438415527,15.828109741210938,12.254376411437988,12.50241470336914,25.16864776611328,62.37656021118164,64.468017578125,36.74045181274414,39.70341491699219
129,21.668081283569336,10.359662055969238,16.177133560180664,14.192941665649414,10.414093971252441,26.047801971435547,62.021427154541016,63.01863098144531,37.99211120605469,39.44557189941406
130,23.631135940551758,11.251558303833008,17.499618530273438,14.169872283935547,12.718223571777344,25.207237243652344,60.782955169677734,64.03290557861328,37.02412796020508,40.280086517333984
131,24.198028564453125,11.03618335723877,20.45161247253418,10.93392276763916,12.630605697631836,25.75707244873047,63.14678192138672,65.86176300048828,37.307621002197266,39.42840576171875
132,23.773338317871094,8.956107139587402,17.825979232788086,15.092445373535156,11.469605445861816,27.99642562866211,62.83484649658203,64.88927459716797,37.7934684753418,41.111595153808594
133,23.726917266845703,10.735461235046387,18.101268768310547,13.356539726257324,10.118660926818848,26.703941345214844,63.92824172973633,67.43907928466797,38.04484939575195,39.58613967895508
134,23.64055061340332,11.16724681854248,19.247085571289062,12.950470924377441,12.49653434753418,27.347688674926758,63.804847717285156,66.15960693359375,37.73551559448242,39.68669509887695
135,24.328350067138672,12.318024635314941,17.969615936279297,14.251809120178223,12.074371337890625,25.18365478515625,62.35784912109375,65.41048431396484,36.93212890625,39.774539947509766
136,24.130380630493164,12.889867782592773,17.072917938232422,13.481513977050781,13.040504455566406,26.867141723632812,62.72678756713867,63.038307189941406,38.624900817871094,40.30493927001953
137,23.178571701049805,12.65326976776123,16.27972412109375,13.665505409240723,9.587285995483398,25.62552833557129,62.91756820678711,63.1458625793457,36.571651458740234,39.629241943359375
138,21.695655822753906,11.628786087036133,17.373525619506836,12.631916046142578,12.26513385772705,26.600574493408203,62.5897102355957,65.05284881591797,38.65400695800781,39.58163833618164
139,22.472028732299805,12.031343460083008,17.64238739013672,15.640486717224121,10.346439361572266,26.22480583190918,63.675193786621094,65.22669219970703,38.94678497314453,39.15940856933594
140,23.497011184692383,9.836542129516602,16.96469497680664,13.911825180053711,10.027436256408691,23.84600067138672,63.5897331237793,65.69380950927734,38.850074768066406,41.859195709228516
141,22.517213821411133,10.207399368286133,15.822361946105957,15.12057876586914,12.046424865722656,25.55752944946289,64.20520782470703,65.08091735839844,38.62972640991211,40.961692810058594
142,24.43400001525879,9.652473449707031,17.50737762451172,12.533539772033691,12.299407958984375,27.502822875976562,62.99669647216797,64.27130126953125,39.19962692260742,40.543495178222656
143,22.845264434814453,11.102682113647461,17.51750373840332,14.268735885620117,12.942399978637695,26.202573776245117,63.89916229248047,65.24349212646484,38.05856704711914,39.704586029052734
144,21.6529598236084,9.667619705200195,19.626422882080078,14.39089584350586,10.738226890563965,26.021465301513672,62.3686408996582,63.16067123413086,37.941650390625,37.285423278808594
145,23.449970245361328,12.344593048095703,16.872453689575195,13.32590103149414,12.990174293518066,26.19090461730957,61.98906707763672,66.60272979736328,38.09504318237305,41.303123474121094
146,22.63134002685547,11.98680305480957,19.0013427734375,14.871678352355957,11.906135559082031,26.64666175842285,62.006710052490234,65.47834014892578,38.31576919555664,39.396018981933594
147,21.89104461669922,10.403308868408203,17.11199951171875,13.360421180725098,10.730100631713867,24.141830444335938,63.80112075805664,64.72251892089844,38.59998321533203,39.72854232788086
148,26.400989532470703,8.801277160644531,16.282453536987305,14.174795150756836,13.060172080993652,26.62110710144043,62.81505584716797,66.23613739013672,38.13996887207031,40.17576599121094
149,21.827224731445312,8.293892860412598,13.48116397857666,14.08073616027832,11.125375747680664,25.845413208007812,62.10874557495117,63.44561767578125,38.94367980957031,39.859718322753906
150,24.23348617553711,11.048730850219727,18.158100128173828,13.319759368896484,32.88176727294922,35.73218536376953,62.40622329711914,65.1657485961914,37.8388786315918,40.130157470703125
151,24.020830154418945,10.506077766418457,15.80937671661377,12.28215503692627,31.27834701538086,35.18836212158203,62.5710563659668,64.8465805053711,37.63621139526367,39.64042663574219
152,23.392671585083008,9.941150665283203,17.166418075561523,14.379310607910156,31.91135025024414,32.76201629638672,62.8281135559082,65.38047790527344,37.052284240722656,39.59745788574219
153,21.205665588378906,11.90922737121582,19.18393898010254,12.736499786376953,31.676517486572266,34.18528747558594,63.28802490234375,65.70299530029297,37.20341491699219,40.55476379394531
154,22.047649383544922,10.907914161682129,16.288185119628906,13.894893646240234,30.777469635009766,35.533103942871094,63.73304748535156,64.56517791748047,38.6863899230957,39.39015197753906
155,22.632596969604492,10.992093086242676,16.62565803527832,13.620174407958984,30.59650421142578,35.268672943115234,64.13710021972656,64.90351867675781,38.81064987182617,40.00941848754883
156,22.899459838867188,9.944652557373047,16.26673698425293,9.831599235534668,31.045204162597656,31.24195671081543,62.966819763183594,66.61629486083984,37.529632568359375,40.216651916503906
157,22.311025619506836,10.519824981689453,14.483774185180664,14.231782913208008,30.688983917236328,36.219764709472656,62.55336380004883,64.60789489746094,38.63294982910156,40.77351760864258
158,23.524507522583008,9.86899185180664,16.069536209106445,13.498058319091797,31.60759735107422,36.3050422668457,62.33070373535156,64.0396499633789,36.65382385253906,40.00212860107422
159,22.983999252319336,10.164643287658691,16.083423614501953,13.511563301086426,30.920804977416992,34.815330505371094,62.458282470703125,66.72026824951172,38.01709747314453,41.7838020324707
160,21.720470428466797,10.801595687866211,18.20613670349121,14.285589218139648,25.284440994262695,31.607698440551758,65.05380249023438,66.48961639404297,38.59646987915039,41.19844436645508
161,19.83758544921875,11.469036102294922,19.234163284301758,14.712621688842773,29.26019859313965,32.786231994628906,62.26651382446289,65.23514556884766,37.019432067871094,39.971946716308594
162,22.71757698059082,9.270400047302246,17.611215591430664,14.254219055175781,32.34886169433594,33.73975372314453,62.1713752746582,65.87749481201172,36.41828536987305,41.45460891723633
163,24.447723388671875,10.507468223571777,17.20110511779785,13.020940780639648,29.892440795898438,33.98223114013672,63.266971588134766,65.42607879638672,36.87458419799805,39.9090576171875
164,24.234495162963867,10.156407356262207,16.77509117126465,12.705467224121094,26.984233856201172,32.49921798706055,63.77093505859375,65.58228302001953,38.59619903564453,40.26638412475586
165,22.894044876098633,9.91959285736084,18.606779098510742,12.32048511505127,31.046964645385742,34.22945022583008,63.77666473388672,66.05311584472656,39.27672576904297,41.39923095703125
166,22.403888702392578,11.095209121704102,16.574615478515625,13.256528854370117,31.415842056274414,35.19474792480469,61.45192337036133,63.65910720825195,39.26372528076172,39.42253494262695
167,23.04781723022461,11.20854377746582,17.070383071899414,12.419069290161133,30.57537841796875,34.80562973022461,64.78494262695312,65.45367431640625,38.436668395996094,38.91450119018555
