pose_id,wrist_x,wrist_y,wrist_z,ankle_x,ankle_y,ankle_z,hip_x,hip_y,hip_z
15,23.350187301635742,7.135181427001953,8.529308319091797,5.358647346496582,6.065275192260742,4.829120635986328,10.306201934814453,0.3296244144439697,7.893512725830078
16,20.927093505859375,6.419804573059082,6.475995063781738,5.668212890625,6.772499084472656,5.086822509765625,9.96200180053711,0.3953937292098999,8.403313636779785
17,19.19641876220703,6.678328514099121,5.4174652099609375,3.423100471496582,7.6308441162109375,6.153739929199219,11.26255989074707,0.9360752105712891,8.918540954589844
18,20.47842025756836,3.786224126815796,7.792963981628418,5.881037712097168,5.558988571166992,7.116870880126953,8.941360473632812,0.14247000217437744,8.939708709716797
19,21.340309143066406,4.639776706695557,5.831514358520508,4.581638336181641,6.326211929321289,5.2457733154296875,7.926909446716309,0.1418173611164093,7.035912990570068
20,21.691143035888672,6.732943058013916,6.011829376220703,4.248513221740723,6.571910858154297,6.379062652587891,10.967312812805176,1.1018438339233398,9.523160934448242
21,20.321882247924805,5.287912368774414,4.982309341430664,6.212920188903809,5.996763229370117,6.809284210205078,8.918129920959473,1.1879825592041016,10.072124481201172
22,19.421836853027344,4.592288494110107,8.24764347076416,6.9122843742370605,8.438982009887695,6.579475402832031,10.420538902282715,0.09055161476135254,9.605886459350586
23,20.187389373779297,6.992730140686035,6.013527870178223,1.9035608768463135,6.112583160400391,3.8952178955078125,10.686971664428711,1.8266170024871826,10.4473876953125
24,20.65335464477539,6.918097019195557,7.531526565551758,4.009225845336914,6.106678009033203,5.286464691162109,9.585565567016602,0.04305806756019592,9.642891883850098
25,21.980669021606445,8.096721649169922,7.252208709716797,5.069246292114258,6.608953475952148,6.137027740478516,11.100958824157715,0.2628680467605591,7.413168430328369
26,19.9010009765625,7.275336742401123,9.17678451538086,5.159666061401367,7.725580215454102,7.3689117431640625,9.668021202087402,1.9664080142974854,10.076339721679688
27,19.356815338134766,6.535945892333984,6.209748268127441,4.235496997833252,7.313680648803711,4.978000640869141,9.386802673339844,0.19544827938079834,11.691869735717773
28,19.06369400024414,6.8766679763793945,6.664194107055664,4.628242492675781,6.153759002685547,6.009368896484375,8.643440246582031,0.01205301284790039,9.051424026489258
29,20.05044937133789,5.589014053344727,5.488913536071777,5.597082614898682,8.190670013427734,6.249427795410156,10.325909614562988,1.2738425731658936,11.005298614501953
30,19.11456298828125,6.87492036819458,8.242783546447754,3.8385729789733887,6.360105514526367,7.335357666015625,9.68742561340332,0.5658445358276367,9.075345993041992
31,21.416837692260742,5.942028999328613,6.582358360290527,4.875168800354004,8.843324661254883,3.7142791748046875,10.730015754699707,1.0349301099777222,7.218290328979492
32,21.928749084472656,6.7185235023498535,7.207258224487305,5.3394317626953125,5.66961669921875,5.652259826660156,10.014103889465332,1.749274730682373,8.960599899291992
33,18.429838180541992,6.753013610839844,7.689659118652344,6.16222620010376,5.161205291748047,6.543510437011719,8.56006145477295,0.8779714703559875,10.12624740600586
34,21.171524047851562,6.259138107299805,6.471216201782227,3.986227035522461,8.83349609375,6.234672546386719,8.095998764038086,0.4000927209854126,8.920770645141602
35,20.748428344726562,3.513216972351074,9.028233528137207,4.997947692871094,5.996360778808594,7.064628601074219,9.91346549987793,0.8834689855575562,8.352195739746094
36,19.883676528930664,5.907763957977295,6.082878112792969,5.372272968292236,6.098186492919922,6.4832000732421875,10.101903915405273,0.6293339729309082,8.910493850708008
37,20.19280242919922,5.353579521179199,7.388344764709473,5.920409202575684,7.628969192504883,4.602062225341797,12.09107780456543,0.7384803295135498,8.530797958374023
38,19.265575408935547,6.121648788452148,7.561094284057617,4.807609558105469,6.953884124755859,4.790672302246094,8.942790985107422,1.54613196849823,8.598029136657715
39,20.37264633178711,6.2381463050842285,6.741661071777344,5.921518325805664,6.48015022277832,2.943584442138672,9.134073257446289,1.1176291704177856,8.670607566833496
40,21.324838638305664,6.601833343505859,6.764371871948242,5.264351844787598,6.592609405517578,6.354663848876953,10.044490814208984,2.153005361557007,9.379127502441406
41,20.515079498291016,3.364074230194092,8.651167869567871,4.744301795959473,7.644960403442383,4.685096740722656,11.339324951171875,0.08400249481201172,7.95719051361084
42,22.13722038269043,5.893390655517578,7.177382469177246,6.545307159423828,6.447574615478516,5.610477447509766,11.319972038269043,2.231058359146118,8.624469757080078
43,22.843053817749023,4.217609405517578,9.275169372558594,4.752365589141846,7.629278182983398,6.178363800048828,10.310636520385742,0.056951284408569336,9.34913444519043
44,21.733280181884766,6.529508113861084,7.115888595581055,6.1867570877075195,6.458772659301758,6.075000762939453,12.263794898986816,0.7363373637199402,6.45986795425415
45,21.444162368774414,5.634681701660156,7.315302848815918,7.097404479980469,6.315835952758789,7.14208984375,10.983386993408203,0.03980344533920288,8.275136947631836
46,22.90133285522461,6.904821872711182,6.245007514953613,3.433582305908203,6.204214096069336,4.38104248046875,11.74496841430664,2.1060400009155273,9.280054092407227
47,21.616455078125,3.7713184356689453,7.254626274108887,5.7692670822143555,7.223669052124023,6.879611968994141,11.169339179992676,0.5735851526260376,9.487983703613281
48,18.78900909423828,5.6624531745910645,6.1113433837890625,7.574724197387695,6.843608856201172,6.554588317871094,9.86332893371582,1.5168060064315796,7.232183456420898
49,22.118412017822266,6.817970275878906,7.835749626159668,4.116918563842773,6.887022018432617,6.0135498046875,10.439271926879883,0.21783387660980225,11.485485076904297
50,21.593341827392578,6.81500244140625,9.108716011047363,5.330218315124512,8.697704315185547,5.805488586425781,11.204141616821289,2.470902919769287,8.701205253601074
51,21.508825302124023,5.243670463562012,8.359735488891602,3.9892101287841797,8.714208602905273,5.527065277099609,9.503511428833008,0.225128173828125,9.23228645324707
52,19.63097381591797,6.8327836990356445,7.7093963623046875,3.2391886711120605,7.9277496337890625,6.716419219970703,10.340532302856445,0.2610524296760559,8.253122329711914
53,20.668624877929688,5.795594692230225,9.278566360473633,5.40362548828125,8.701766967773438,7.223476409912109,8.059532165527344,1.060113549232483,10.766274452209473
54,20.31462860107422,5.119855880737305,7.901934623718262,4.331175804138184,5.979534149169922,6.79364013671875,10.141059875488281,1.5345394611358643,9.937711715698242
55,20.851619720458984,6.618231773376465,6.7760772705078125,6.0583271980285645,8.357566833496094,5.081855773925781,12.266040802001953,1.7560369968414307,9.476937294006348
56,20.507993698120117,6.056095600128174,7.49507999420166,3.347045421600342,6.299533843994141,5.473533630371094,10.876726150512695,1.015005111694336,9.222780227661133
57,21.006973266601562,6.746474266052246,7.837802886962891,5.614721298217773,6.8463134765625,5.448017120361328,9.222249031066895,0.570472002029419,8.87855052947998
58,21.40038299560547,5.3445611000061035,8.646268844604492,2.5623154640197754,7.053470611572266,5.57012939453125,8.869119644165039,2.0594539642333984,8.637703895568848
59,20.583789825439453,8.407774925231934,7.178921699523926,3.8093576431274414,6.357875823974609,4.6327667236328125,9.51997184753418,1.4972139596939087,10.287262916564941
60,19.328189849853516,5.944817066192627,7.565539360046387,5.3371429443359375,5.911827087402344,4.811317443847656,9.245122909545898,1.448941707611084,9.259559631347656
61,21.561227798461914,6.464627742767334,7.0482330322265625,2.655045747756958,6.803745269775391,7.774314880371094,8.859848022460938,0.5070434808731079,10.033479690551758
62,19.329614639282227,7.289309024810791,7.442147254943848,6.5263214111328125,6.788990020751953,4.498958587646484,11.2748441696167,0.6571549773216248,11.34085464477539
63,19.784984588623047,5.735012054443359,5.981086730957031,3.3188159465789795,4.997747421264648,7.104206085205078,8.416899681091309,0.6878108978271484,9.20999526977539
64,20.00528335571289,5.492610931396484,6.992827415466309,5.111765384674072,5.98944091796875,4.821949005126953,10.062735557556152,0.14861822128295898,7.918047904968262
65,20.40999984741211,7.045634746551514,7.844368934631348,5.67465353012085,4.904790878295898,7.779426574707031,11.477903366088867,0.11997751146554947,9.176599502563477
66,20.988719940185547,6.151864051818848,7.564623832702637,5.434057235717773,8.442895889282227,6.8856658935546875,9.10587215423584,0.5182538032531738,10.101802825927734
67,20.564090728759766,5.225011348724365,7.58348274230957,5.233434677124023,8.079172134399414,7.404087066650391,10.107528686523438,0.11585252732038498,7.932480335235596
68,20.59231185913086,7.091756820678711,8.078680992126465,4.101091384887695,7.865434646606445,6.458740234375,10.721004486083984,0.047686100006103516,10.215868949890137
69,20.35995864868164,6.303703308105469,5.823204040527344,6.828370094299316,6.837867736816406,5.996788024902344,10.970563888549805,0.7525296211242676,10.317581176757812
70,21.603059768676758,5.516080856323242,5.119915008544922,5.820836544036865,5.99498176574707,4.608882904052734,10.299296379089355,0.6064944267272949,10.925639152526855
71,19.674663543701172,5.418148994445801,6.384896278381348,6.833688259124756,8.233322143554688,6.909160614013672,8.982379913330078,1.4022107124328613,9.70704460144043
72,18.756799697875977,6.151124477386475,6.79459285736084,5.894007682800293,6.880533218383789,7.063312530517578,12.112098693847656,0.49291908740997314,9.192863464355469
73,20.57425308227539,5.04758358001709,5.235965728759766,8.0397310256958,5.702178955078125,8.676616668701172,10.451400756835938,1.7947916984558105,10.227004051208496
74,19.983787536621094,8.894283294677734,7.597908020019531,5.141317367553711,6.766742706298828,4.769981384277344,10.642422676086426,0.5408967733383179,11.49348258972168
75,21.147138595581055,7.013038158416748,8.476491928100586,4.177119255065918,7.124553680419922,5.174617767333984,7.98219633102417,1.455941915512085,8.401236534118652
76,21.311851501464844,6.369246482849121,8.024215698242188,5.222142696380615,5.635107040405273,6.970081329345703,11.175464630126953,0.45608532428741455,7.446132659912109
77,21.33864402770996,5.23381233215332,8.286439895629883,4.854728698730469,5.6332550048828125,6.615272521972656,10.776658058166504,1.0513451099395752,10.127159118652344
78,20.184680938720703,5.109214782714844,6.736886978149414,5.978904724121094,5.252138137817383,6.661346435546875,11.232345581054688,0.942875325679779,8.165260314941406
79,20.632980346679688,5.111288070678711,6.801673889160156,4.516391277313232,5.6449737548828125,7.345493316650391,9.444231986999512,0.17965412139892578,9.115074157714844
80,20.837120056152344,4.223486423492432,8.09560775756836,4.509243965148926,8.642644882202148,5.390918731689453,11.556991577148438,1.3865935802459717,10.175055503845215
81,21.10038948059082,5.284072399139404,5.4827070236206055,5.345363140106201,7.075523376464844,7.7884368896484375,10.957931518554688,1.2814977169036865,11.27163028717041
82,21.372900009155273,6.459702491760254,5.923982620239258,5.133150100708008,5.313144683837891,7.286815643310547,10.883405685424805,0.8337695598602295,8.81789493560791
83,21.097135543823242,7.439993858337402,8.12519359588623,5.119262218475342,5.075422286987305,5.0803070068359375,7.1486053466796875,0.3745797872543335,8.463991165161133
84,21.743003845214844,4.587916851043701,6.523072242736816,5.49051570892334,6.992876052856445,6.737800598144531,10.584242820739746,0.06343191862106323,9.381368637084961
85,20.930665969848633,6.467587947845459,6.642670631408691,4.137998580932617,8.276693344116211,6.093719482421875,10.999094009399414,2.2042722702026367,10.683626174926758
86,19.327144622802734,6.106194019317627,7.49199104309082,5.023477554321289,3.9114532470703125,6.26513671875,7.848952293395996,1.1827975511550903,7.7456583976745605
87,21.137632369995117,8.484223365783691,6.082691192626953,3.219869613647461,7.1436004638671875,6.4240264892578125,10.35405158996582,0.8568065762519836,8.082204818725586
88,21.567657470703125,6.7228899002075195,11.623953819274902,3.016080856323242,9.32342529296875,5.7223358154296875,9.427505493164062,1.8133010864257812,10.243600845336914
89,20.13968276977539,4.29945182800293,8.533426284790039,4.164010047912598,6.785572052001953,6.056003570556641,7.379551887512207,1.6000745296478271,9.367912292480469
90,23.11050033569336,6.668320178985596,7.413232803344727,3.396911144256592,7.588535308837891,6.185741424560547,11.94621467590332,1.2278048992156982,8.962404251098633
91,21.168180465698242,6.113528251647949,6.7804155349731445,4.225433349609375,6.33360481262207,4.4850616455078125,10.94329833984375,2.0650768280029297,7.2430033683776855
92,21.044940948486328,7.279961109161377,8.31984806060791,4.956113815307617,9.775226593017578,5.308620452880859,12.701814651489258,0.6029161214828491,9.248371124267578
93,19.96597671508789,5.859865188598633,7.785031318664551,4.198797225952148,7.2936859130859375,5.502246856689453,9.882122039794922,0.6755396127700806,8.31614875793457
94,23.091249465942383,6.73582649230957,8.149255752563477,5.833965301513672,7.91828727722168,6.4732666015625,9.168773651123047,0.46725261211395264,8.88605785369873
95,21.94029998779297,5.961608409881592,7.249580383300781,3.800302267074585,9.270355224609375,4.883941650390625,10.598152160644531,0.7391500473022461,7.494091033935547
96,21.574953079223633,6.67783260345459,6.383794784545898,2.2108426094055176,5.801393508911133,6.77899169921875,11.309062957763672,0.14249944686889648,8.329212188720703
97,20.085344314575195,3.547003746032715,9.348462104797363,3.723634719848633,8.738792419433594,7.0133514404296875,10.525115966796875,0.1655193269252777,7.806570053100586
98,19.825897216796875,6.038143634796143,5.730935096740723,4.959158897399902,7.02374267578125,7.350986480712891,8.017374038696289,0.2921545207500458,7.793198108673096
99,20.81563949584961,6.980023384094238,5.390024185180664,4.904160499572754,7.024986267089844,7.199867248535156,9.872264862060547,2.8781027793884277,9.308731079101562
100,21.503822326660156,6.880511283874512,8.578296661376953,4.604742527008057,8.125482559204102,6.831260681152344,9.813652038574219,2.055107831954956,9.013747215270996
101,22.123302459716797,6.296291351318359,8.28906536102295,4.567357063293457,6.665456771850586,6.882423400878906,10.031766891479492,2.949305295944214,8.993450164794922
102,18.844635009765625,4.858935356140137,8.461368560791016,5.637617588043213,7.794164657592773,5.624301910400391,9.03675651550293,1.7098416090011597,8.106487274169922
103,22.82745361328125,5.108108997344971,6.105461120605469,4.7545881271362305,6.164571762084961,6.200481414794922,10.796865463256836,0.937835693359375,9.482305526733398
104,23.23896026611328,6.244734764099121,7.77518367767334,4.128725528717041,9.29085922241211,6.073421478271484,10.307863235473633,0.7130565643310547,7.02645206451416
105,20.84292221069336,4.873308181762695,8.141777992248535,5.374579429626465,7.713373184204102,7.439502716064453,12.366680145263672,1.0397391319274902,8.629510879516602
106,18.685565948486328,7.072958946228027,8.293750762939453,5.723891258239746,8.44699478149414,6.847618103027344,9.842674255371094,1.1917729377746582,7.068641662597656
107,21.71619987487793,5.771968841552734,8.042192459106445,4.593680381774902,7.851755142211914,5.550556182861328,10.180777549743652,1.1077858209609985,10.235217094421387
108,20.725801467895508,4.915223598480225,7.569174766540527,4.639305114746094,6.936800003051758,6.327545166015625,9.681139945983887,0.7389945983886719,8.318391799926758
109,19.87811279296875,7.349103927612305,7.594661712646484,4.502223491668701,7.527135848999023,6.2102508544921875,9.344429016113281,0.676663875579834,8.61992073059082
110,20.224822998046875,3.7065792083740234,9.498608589172363,3.4948086738586426,7.980106353759766,6.839805603027344,10.784772872924805,0.26793766021728516,10.860273361206055
111,20.64628028869629,5.380762100219727,4.9391984939575195,5.3325042724609375,8.594120025634766,4.794681549072266,10.590023040771484,0.5653436183929443,10.337594985961914
112,20.8831787109375,4.799126148223877,5.587373733520508,6.305269241333008,8.763570785522461,7.138957977294922,10.898261070251465,0.08640789985656738,7.434154033660889
113,20.248950958251953,4.1154680252075195,5.930706977844238,4.073339939117432,7.054643630981445,6.809196472167969,8.456222534179688,1.9841084480285645,10.678736686706543
114,21.894866943359375,7.110278606414795,6.080863952636719,3.2204344272613525,7.833503723144531,5.907993316650391,10.600484848022461,0.5798125863075256,9.317316055297852
115,22.238435745239258,6.1125383377075195,7.0000505447387695,5.954951286315918,9.504562377929688,6.420646667480469,9.617765426635742,1.2268749475479126,8.553840637207031
116,19.94906997680664,6.003631591796875,5.751638412475586,4.634474277496338,6.837165832519531,6.775951385498047,8.772226333618164,1.4520224332809448,9.776208877563477
117,20.461585998535156,7.559988021850586,7.336006164550781,5.617639541625977,5.657670974731445,5.480289459228516,9.191211700439453,0.1416456699371338,9.89726448059082
118,20.583412170410156,6.450127601623535,6.06025505065918,4.470113754272461,6.197610855102539,6.026294708251953,11.751044273376465,0.15370994806289673,10.166984558105469
119,19.767648696899414,5.786614418029785,6.34505558013916,3.815436840057373,5.970197677612305,6.453098297119141,10.607284545898438,0.8037130832672119,8.668655395507812
120,20.8338623046875,3.6779069900512695,7.919681549072266,5.28590202331543,7.201791763305664,5.948070526123047,10.55722427368164,0.29525226354599,9.442474365234375
121,21.576026916503906,5.770763397216797,6.905186653137207,3.150477647781372,6.380100250244141,5.7828216552734375,10.68583869934082,1.4731464385986328,7.950891494750977
122,21.497215270996094,5.463841915130615,8.76362133026123,5.016106605529785,6.349416732788086,4.386016845703125,9.608306884765625,0.5765206217765808,9.171984672546387
123,20.85856819152832,6.764451026916504,5.737296104431152,3.9261345863342285,7.264118194580078,7.781227111816406,9.602861404418945,0.14730381965637207,9.00239372253418
124,21.708412170410156,7.823901176452637,6.681973457336426,4.0912699699401855,6.032001495361328,6.278724670410156,9.332342147827148,0.8048495650291443,9.049095153808594
125,21.969253540039062,6.005120277404785,7.346808433532715,5.289323806762695,5.598344802856445,6.377708435058594,10.479134559631348,0.0019809603691101074,10.079438209533691
126,21.033794403076172,7.782212257385254,6.09453010559082,3.6755878925323486,4.715400695800781,6.846004486083984,11.637208938598633,1.6765127182006836,7.936943531036377
127,21.70360565185547,5.998564720153809,6.411196708679199,6.731335163116455,7.253055572509766,7.265438079833984,10.294954299926758,1.3257051706314087,8.894493103027344
128,22.205402374267578,6.2439494132995605,8.26793098449707,4.818480968475342,6.484092712402344,4.74853515625,9.983942031860352,1.751536250114441,6.886418342590332
129,19.588542938232422,4.851093292236328,7.890600204467773,4.858399391174316,6.333879470825195,6.603069305419922,10.276447296142578,0.15385828912258148,9.788286209106445
130,21.566051483154297,7.334011554718018,6.2887420654296875,6.98521089553833,7.526754379272461,4.599170684814453,11.445523262023926,0.5288313627243042,8.337002754211426
131,22.370784759521484,6.020022392272949,6.989411354064941,4.8821702003479,8.376466751098633,5.272243499755859,8.348112106323242,0.22242890298366547,7.05763578414917
132,21.178983688354492,6.065903186798096,8.934602737426758,4.363615989685059,6.642566680908203,4.128803253173828,11.519241333007812,0.9236943125724792,9.707511901855469
133,21.212974548339844,7.361300468444824,7.667304039001465,3.0979104042053223,7.280618667602539,7.255733489990234,8.479317665100098,1.0375792980194092,10.267509460449219
134,21.59749984741211,6.619579792022705,6.97171688079834,7.096790313720703,7.683996200561523,3.9114151000976562,8.530424118041992,0.5955226421356201,9.725837707519531
135,22.74428939819336,6.364997386932373,5.835470199584961,6.100463390350342,9.127460479736328,5.586372375488281,10.23685073852539,2.052588701248169,9.700919151306152
136,22.41650390625,4.456382751464844,7.740560531616211,5.803296089172363,9.57852554321289,6.381401062011719,10.272455215454102,1.4620704650878906,8.60756778717041
137,21.233013153076172,4.520148754119873,8.122413635253906,7.607465744018555,8.666929244995117,5.207305908203125,9.64181900024414,1.0482685565948486,9.627175331115723
138,19.72985076904297,6.1107282638549805,6.640291213989258,3.3208651542663574,8.402233123779297,7.321407318115234,8.057978630065918,2.0389740467071533,9.511932373046875
139,20.908493041992188,4.830685615539551,6.670192718505859,4.38828182220459,8.008073806762695,7.833705902099609,10.733646392822266,0.6174487471580505,11.359244346618652
140,22.103422164916992,5.345791339874268,5.913607597351074,6.775735855102539,6.232410430908203,3.4646835327148438,10.901222229003906,1.8428789377212524,8.444289207458496
141,21.21108627319336,4.413690090179443,6.134661674499512,4.74125862121582,7.063169479370117,5.641197204589844,12.732219696044922,0.850259006023407,8.111692428588867
142,22.217880249023438,5.2695512771606445,8.695862770080566,3.9707417488098145,7.590400695800781,4.448513031005859,8.511139869689941,1.4243069887161255,9.089635848999023
143,21.213157653808594,4.689449310302734,7.0652008056640625,5.054479598999023,7.676395416259766,6.228542327880859,10.496562957763672,2.070657253265381,9.440940856933594
144,20.002639770507812,4.466734886169434,6.985222816467285,3.971653699874878,7.628904342651367,4.4145965576171875,10.036275863647461,1.0783545970916748,10.257104873657227
145,21.08121109008789,7.937389373779297,6.517778396606445,7.034628868103027,6.999767303466797,7.3420867919921875,10.256170272827148,0.5360111594200134,8.49136734008789
146,20.76883316040039,6.462929725646973,6.250091552734375,7.706457138061523,7.93150520324707,4.624412536621094,10.125175476074219,2.038114070892334,10.700174331665039
147,19.635601043701172,5.177488327026367,8.17646598815918,5.931083679199219,6.794425964355469,5.185253143310547,10.474165916442871,0.27827611565589905,8.289466857910156
148,24.157772064208984,7.322047233581543,7.733168601989746,3.800936460494995,4.613077163696289,6.460254669189453,11.581342697143555,0.6544457674026489,8.14671802520752
149,20.16613006591797,4.706407070159912,6.8996171951293945,3.7798707485198975,5.097526550292969,5.340080261230469,10.85148811340332,0.5817948579788208,8.953985214233398
150,22.272987365722656,6.628284454345703,6.873260498046875,5.801377773284912,6.3559722900390625,6.929653167724609,9.410152435302734,0.10470008850097656,9.42624282836914
151,22.152572631835938,5.679543495178223,7.348918914794922,5.361886024475098,6.930027008056641,5.796772003173828,10.20236587524414,1.2773303985595703,6.7179975509643555
152,21.866531372070312,5.885663986206055,5.8677778244018555,4.97159481048584,6.732341766357422,5.365192413330078,11.482521057128906,1.9908599853515625,8.423345565795898
153,19.67193603515625,5.435669898986816,5.7574872970581055,5.441490173339844,7.7100830078125,7.264606475830078,9.273815155029297,0.355010986328125,8.722886085510254
154,20.211523056030273,4.098793983459473,7.796987533569336,5.386355400085449,6.685047149658203,6.729034423828125,8.877460479736328,1.8118476867675781,10.534513473510742
155,20.25247573852539,4.962801933288574,8.800127983093262,5.274160861968994,7.221336364746094,6.392311096191406,10.68067455291748,0.018016815185546875,8.451746940612793
156,20.68114471435547,7.210296154022217,6.684842109680176,3.8938028812408447,7.026065826416016,5.862491607666016,8.564119338989258,0.2211322784423828,4.823619365692139
157,20.86178207397461,5.223332405090332,5.940093040466309,3.3523449897766113,7.8598175048828125,6.136104583740234,10.514546394348145,1.1076183319091797,9.526864051818848
158,21.489330291748047,5.671894073486328,7.709783554077148,3.7851386070251465,7.416461944580078,5.297718048095703,10.056110382080078,1.1611709594726562,8.928823471069336
159,20.67425537109375,7.561840534210205,6.607418060302734,5.438610076904297,6.512729644775391,5.596950531005859,9.964532852172852,2.542430877685547,8.76392936706543
160,19.868057250976562,5.107362270355225,7.138206481933594,5.064881801605225,7.240795135498047,6.212272644042969,11.647839546203613,0.8251056671142578,8.22952651977539
161,17.09111213684082,7.13332462310791,7.109105110168457,5.279595851898193,7.555076599121094,6.825355529785156,10.907787322998047,0.6166801452636719,9.853989601135254
162,20.559585571289062,7.674666881561279,5.872925758361816,6.007931709289551,5.607887268066406,4.289134979248047,10.582651138305664,1.6637077331542969,9.403314590454102
163,22.010028839111328,6.629679203033447,8.324493408203125,4.5672383308410645,7.57196044921875,5.675617218017578,8.979907989501953,0.21213531494140625,9.426618576049805
164,22.809757232666016,4.793488502502441,6.636880874633789,3.593390941619873,6.443546295166016,6.980033874511719,10.616373062133789,0.9293403625488281,6.917937278747559
165,20.498641967773438,6.4002227783203125,7.936000823974609,3.8056440353393555,6.155670166015625,6.784034729003906,10.081375122070312,0.21316909790039062,7.079178810119629
166,20.44921112060547,5.223021507263184,7.515585899353027,3.300466775894165,7.688140869140625,7.2871856689453125,9.584429740905762,0.9090061187744141,9.113065719604492
167,21.433839797973633,4.05443000793457,7.44002628326416,4.002403736114502,8.016284942626953,6.734344482421875,10.39946174621582,0.32050514221191406,6.780983924865723
168,19.845157623291016,6.451510429382324,5.449580192565918,3.814727306365967,8.20071792602539,4.882076263427734,10.302034378051758,1.3169288635253906,6.747138977050781
169,21.405689239501953,5.510377407073975,7.294683456420898,4.764491081237793,5.6646728515625,4.5347747802734375,7.863983631134033,1.028146743774414,6.303981304168701
170,22.35077667236328,6.1030731201171875,9.191858291625977,6.056582450866699,7.791980743408203,6.277549743652344,9.696202278137207,1.0973873138427734,7.464656829833984
171,21.040111541748047,5.458133697509766,6.385128974914551,3.7939281463623047,7.038051605224609,4.836387634277344,10.706493377685547,0.05099296569824219,9.621094703674316
172,22.42593765258789,6.491171360015869,6.210723876953125,5.5845232009887695,6.168552398681641,6.16973876953125,10.117785453796387,0.7304515838623047,8.894791603088379
173,21.26314926147461,5.647879600524902,5.056668281555176,4.860334396362305,7.3625946044921875,4.617389678955078,8.067390441894531,0.2241497039794922,12.064361572265625
174,22.92177963256836,5.44280481338501,6.725611686706543,6.352827072143555,8.237110137939453,5.933830261230469,7.871394157409668,0.15697669982910156,9.850387573242188
175,22.233936309814453,6.076259613037109,7.512847900390625,5.3956193923950195,8.015975952148438,4.3992767333984375,10.513092041015625,1.0804729461669922,9.45728588104248
176,23.117733001708984,7.055354595184326,6.527215003967285,4.869771480560303,5.644786834716797,4.4245452880859375,10.023393630981445,0.2538776397705078,6.979928970336914
177,20.763296127319336,5.9202704429626465,7.802999496459961,5.965283393859863,7.851310729980469,4.581371307373047,10.522796630859375,1.0637645721435547,10.936713218688965
178,21.008779525756836,6.808436393737793,6.162226676940918,2.8948006629943848,7.626167297363281,6.6026153564453125,11.160941123962402,1.7668304443359375,7.621524810791016
179,18.53816795349121,6.65990686416626,9.011269569396973,4.304615020751953,5.3833770751953125,5.794475555419922,8.297643661499023,0.8045082092285156,10.538942337036133
180,20.456663131713867,4.715012550354004,8.082551002502441,5.874754905700684,8.881385803222656,6.060886383056641,8.23749828338623,1.8660354614257812,6.53398323059082
181,22.106061935424805,7.739413261413574,7.800128936767578,4.594873905181885,8.26446533203125,6.713153839111328,9.220069885253906,0.9316272735595703,8.692696571350098
182,21.7138671875,6.847346305847168,6.302576065063477,4.278318405151367,6.023342132568359,6.492351531982422,10.256640434265137,1.9504642486572266,9.221549034118652
183,20.25014305114746,6.559082984924316,6.266630172729492,5.556113243103027,10.002044677734375,8.030948638916016,10.993610382080078,0.8162956237792969,9.220144271850586
