pose_id,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_shoulder_angle,right_shoulder_angle,trunk_angle,neck_angle
41,153.52383422851562,139.3789825439453,98.3482894897461,131.93760681152344,146.35740661621094,162.5123748779297,8.293251991271973,13.866695404052734,146.35740661621094,40.45469665527344
42,142.1892852783203,136.1573028564453,97.39386749267578,125.71041870117188,144.53880310058594,164.33908081054688,11.253543853759766,16.55213737487793,144.53880310058594,34.691070556640625
43,148.75193786621094,136.8557891845703,89.09121704101562,142.5715789794922,146.8766326904297,164.79454040527344,8.881660461425781,18.145275115966797,146.8766326904297,35.947872161865234
44,139.14602661132812,123.8224868774414,103.44120788574219,160.7874755859375,151.4735107421875,164.4260711669922,4.901008605957031,17.867380142211914,151.4735107421875,33.76095199584961
45,132.51219177246094,134.34262084960938,96.26173400878906,116.14646911621094,149.5880889892578,167.4769287109375,11.425649642944336,18.9698543548584,149.5880889892578,32.83331298828125
46,124.61127471923828,131.2271728515625,89.78520202636719,145.9722900390625,143.9916229248047,163.64724731445312,12.972508430480957,12.84736442565918,143.9916229248047,33.454978942871094
47,141.25999450683594,128.4911651611328,98.37299346923828,144.24349975585938,149.41285705566406,164.72511291503906,7.919659614562988,14.306361198425293,149.41285705566406,34.91300964355469
48,141.5707550048828,140.4943084716797,91.69109344482422,133.22267150878906,149.48988342285156,167.5983428955078,8.345460891723633,20.810779571533203,149.48988342285156,38.19934844970703
49,141.86459350585938,134.2441864013672,104.17743682861328,158.47915649414062,144.96051025390625,162.49868774414062,9.439504623413086,22.173734664916992,144.96051025390625,29.8657169342041
50,141.75001525878906,140.1019744873047,82.48668670654297,127.33370971679688,145.76583862304688,164.0531005859375,9.866532325744629,19.363500595092773,145.76583862304688,29.481853485107422
51,127.36813354492188,137.70352172851562,81.09453582763672,155.03485107421875,149.0177764892578,164.09376525878906,12.94875431060791,17.08846092224121,149.0177764892578,34.87506866455078
52,144.5209197998047,144.19541931152344,95.3802719116211,158.06173706054688,148.0911102294922,163.93336486816406,10.369933128356934,17.284156799316406,148.0911102294922,34.58427047729492
53,135.07362365722656,123.56576538085938,105.62562561035156,162.65081787109375,144.52093505859375,168.29859924316406,13.081109046936035,17.744522094726562,144.52093505859375,33.325843811035156
54,147.7010498046875,131.9119873046875,102.72582244873047,114.14523315429688,144.75311279296875,163.4642333984375,8.225594520568848,14.315202713012695,144.75311279296875,37.66682434082031
55,144.16708374023438,138.29666137695312,89.15184020996094,138.3657989501953,148.87677001953125,162.6782989501953,6.571994304656982,20.042871475219727,148.87677001953125,34.321388244628906
56,138.01344299316406,137.4230194091797,96.15955352783203,129.3404083251953,147.59278869628906,164.91281127929688,11.24079704284668,17.9819278717041,147.59278869628906,33.47888946533203
57,142.478515625,135.51202392578125,88.09273529052734,156.85549926757812,148.27664184570312,165.1053924560547,10.872648239135742,17.390451431274414,148.27664184570312,35.007816314697266
58,150.24844360351562,138.83294677734375,94.5556411743164,139.22064208984375,151.45355224609375,164.69342041015625,7.391570568084717,21.028573989868164,151.45355224609375,31.242652893066406
59,142.31715393066406,130.1806182861328,104.28730773925781,138.1438446044922,147.38674926757812,168.52723693847656,7.406660079956055,15.465269088745117,147.38674926757812,35.4859504699707
60,145.1953887939453,126.16399383544922,89.95232391357422,131.68368530273438,143.78456115722656,165.0444793701172,8.894458770751953,16.418128967285156,143.78456115722656,32.00978469848633
61,137.62161254882812,143.06741333007812,103.40182495117188,128.3551025390625,146.3269805908203,165.8582305908203,11.344494819641113,19.062463760375977,146.3269805908203,35.57297897338867
62,138.47642517089844,133.15972900390625,86.8252182006836,139.82913208007812,144.18788146972656,166.60128784179688,11.830597877502441,15.205484390258789,144.18788146972656,35.452091217041016
63,135.7965087890625,134.06771850585938,97.23370361328125,123.6917953491211,146.4668731689453,164.364990234375,12.149826049804688,17.605302810668945,146.4668731689453,32.54576110839844
64,148.49569702148438,140.36659240722656,84.6600112915039,142.01300048828125,150.0416717529297,165.66587829589844,7.777155876159668,17.732200622558594,150.0416717529297,34.629119873046875
65,137.93612670898438,130.83642578125,110.53732299804688,136.36346435546875,146.36090087890625,166.36761474609375,8.175675392150879,18.101898193359375,146.36090087890625,32.205970764160156
66,141.19578552246094,130.74560546875,87.57909393310547,156.1177215576172,143.3937530517578,163.2591552734375,14.354555130004883,17.5734920501709,143.3937530517578,31.76720428466797
67,146.12606811523438,144.6774444580078,97.96410369873047,125.78262329101562,148.63143920898438,163.50723266601562,7.791830062866211,20.179607391357422,148.63143920898438,34.290157318115234
68,144.82662963867188,136.7969207763672,87.00675201416016,130.65625,146.43878173828125,166.1115264892578,9.570003509521484,15.579177856445312,146.43878173828125,34.65938186645508
69,139.15130615234375,134.4883575439453,97.94750213623047,129.0716094970703,145.4969940185547,163.93955993652344,10.886128425598145,12.00015640258789,145.4969940185547,36.14114761352539
70,140.64064025878906,136.3379364013672,90.66365051269531,133.8400421142578,146.31903076171875,166.5027313232422,6.964212894439697,16.29738998413086,146.31903076171875,39.13096237182617
71,137.95663452148438,143.73251342773438,94.8563232421875,156.9312286376953,147.67532348632812,163.2487030029297,10.108302116394043,17.769268035888672,147.67532348632812,33.33903121948242
72,144.2628631591797,136.60708618164062,94.87919616699219,166.0403289794922,144.82891845703125,162.51803588867188,8.55921459197998,18.127511978149414,144.82891845703125,31.113344192504883
73,134.1920166015625,132.61712646484375,112.79277038574219,125.04667663574219,142.22793579101562,165.1908416748047,11.489981651306152,14.97378921508789,142.22793579101562,35.236366271972656
74,135.28018188476562,134.9776153564453,81.70797729492188,108.95408630371094,146.24380493164062,167.56629943847656,10.184759140014648,19.16619300842285,146.24380493164062,35.524662017822266
75,144.6664581298828,141.47178649902344,87.32227325439453,114.25,149.98941040039062,164.78762817382812,10.185358047485352,22.87286949157715,149.98941040039062,31.989988327026367
76,144.7543182373047,128.44300842285156,102.2353744506836,158.29820251464844,147.55979919433594,161.08335876464844,7.981409549713135,17.084287643432617,147.55979919433594,35.248985290527344
77,146.52139282226562,121.07412719726562,116.09737396240234,109.90242004394531,143.70086669921875,167.78146362304688,9.142218589782715,13.998587608337402,143.70086669921875,29.92368507385254
78,153.0454559326172,139.81895446777344,100.3181381225586,140.0006866455078,147.57655334472656,163.51846313476562,8.148566246032715,15.616809844970703,147.57655334472656,30.700790405273438
79,138.41053771972656,136.12290954589844,104.06302642822266,130.03968811035156,146.65260314941406,164.33119201660156,12.32307243347168,16.132299423217773,146.65260314941406,33.594539642333984
80,142.53941345214844,141.1135711669922,95.87806701660156,172.28623962402344,145.15603637695312,165.00161743164062,9.364643096923828,18.589324951171875,145.15603637695312,37.22272872924805
81,137.1002655029297,137.41940307617188,101.95731353759766,144.0631866455078,146.20338439941406,165.8664093017578,11.1482515335083,17.312284469604492,146.20338439941406,32.86560821533203
82,127.37311553955078,137.08416748046875,92.80996704101562,123.16552734375,149.549560546875,163.8032684326172,12.180375099182129,14.69908332824707,149.549560546875,35.30112075805664
83,142.5282440185547,142.78176879882812,96.1375503540039,136.28292846679688,149.07540893554688,160.78036499023438,9.22596549987793,23.462406158447266,149.07540893554688,33.8432731628418
84,141.20799255371094,136.7511444091797,102.99181365966797,149.0958251953125,146.25860595703125,163.32037353515625,9.782089233398438,17.492050170898438,146.25860595703125,36.17655944824219
85,144.45973205566406,147.58763122558594,96.56629180908203,140.69386291503906,142.98455810546875,168.2060546875,7.45435094833374,19.09083366394043,142.98455810546875,34.281463623046875
86,139.248046875,132.49212646484375,102.38932800292969,111.45467376708984,146.0775909423828,165.26947021484375,11.636839866638184,17.827566146850586,146.0775909423828,33.91545867919922
87,140.24684143066406,144.49566650390625,102.45343017578125,156.3878173828125,152.5100860595703,167.25332641601562,9.693085670471191,22.754308700561523,152.5100860595703,31.204030990600586
88,148.2207794189453,134.15383911132812,102.32650756835938,167.41244506835938,146.8103790283203,162.444091796875,12.506498336791992,20.461206436157227,146.8103790283203,28.845317840576172
89,138.65721130371094,123.06438446044922,101.83941650390625,157.62962341308594,149.45318603515625,165.71910095214844,9.767969131469727,16.906391143798828,149.45318603515625,34.49176788330078
90,144.01870727539062,137.17837524414062,97.43798065185547,134.2282257080078,147.24761962890625,164.5545196533203,6.255233287811279,14.021636962890625,147.24761962890625,37.068817138671875
91,149.20770263671875,134.34866333007812,95.38943481445312,148.1722412109375,147.23887634277344,163.2696990966797,8.873096466064453,16.11040687561035,147.23887634277344,30.9018497467041
92,141.29217529296875,133.99124145507812,95.9236068725586,175.8271484375,147.69557189941406,164.1095733642578,10.164788246154785,13.32143497467041,147.69557189941406,34.746299743652344
93,140.2840118408203,125.40641784667969,104.25506591796875,144.3792266845703,150.48606872558594,166.608154296875,10.607620239257812,19.63602066040039,150.48606872558594,33.235496520996094
94,137.91334533691406,146.40516662597656,83.39404296875,151.9187469482422,146.23184204101562,162.38235473632812,12.131379127502441,21.15566062927246,146.23184204101562,35.42558670043945
95,131.16256713867188,141.60020446777344,81.3139877319336,134.33413696289062,145.4949951171875,161.92410278320312,10.367030143737793,17.04926300048828,145.4949951171875,29.729055404663086
96,137.0830535888672,139.3897247314453,99.50001525878906,110.82196044921875,147.9837646484375,165.89199829101562,9.773884773254395,19.024030685424805,147.9837646484375,32.85639572143555
97,140.1881866455078,136.03121948242188,98.27071380615234,154.92111206054688,148.0058135986328,163.48695373535156,10.817506790161133,19.08029556274414,148.0058135986328,33.1436882019043
98,128.69979858398438,141.56861877441406,103.90105438232422,165.1545867919922,146.78121948242188,163.76528930664062,14.146148681640625,22.608991622924805,146.78121948242188,31.27216339111328
99,132.2105712890625,137.75918579101562,107.21530151367188,163.07373046875,151.42706298828125,166.18853759765625,9.629860877990723,18.011550903320312,151.42706298828125,32.94837188720703
100,145.77943420410156,139.01986694335938,103.97586059570312,170.341552734375,146.72633361816406,162.99832153320312,10.748178482055664,19.915485382080078,146.72633361816406,32.1214599609375
101,153.81365966796875,138.11581420898438,102.03397369384766,149.42190551757812,144.78924560546875,169.04493713378906,9.816000938415527,21.841548919677734,144.78924560546875,37.174888610839844
102,141.90261840820312,136.96192932128906,112.3799819946289,141.61814880371094,143.4561767578125,161.1714324951172,13.047115325927734,16.875606536865234,143.4561767578125,30.424663543701172
103,152.12881469726562,133.31663513183594,94.80321502685547,149.37136840820312,144.56248474121094,162.64808654785156,9.993614196777344,11.755404472351074,144.56248474121094,35.423885345458984
104,146.53244018554688,135.726318359375,88.14051818847656,170.0891571044922,149.10699462890625,161.6717529296875,7.79316520690918,15.742389678955078,149.10699462890625,32.26767349243164
105,140.6294708251953,133.9239044189453,105.16082763671875,167.98651123046875,146.33856201171875,162.9763946533203,9.542747497558594,18.38730239868164,146.33856201171875,33.21044158935547
106,142.6230010986328,143.98721313476562,94.29939270019531,143.15188598632812,146.79747009277344,161.5835418701172,9.816802024841309,20.043697357177734,146.79747009277344,36.956932067871094
107,148.055908203125,134.58009338378906,87.14407348632812,136.6116943359375,145.25535583496094,164.46617126464844,6.19153356552124,15.613066673278809,145.25535583496094,34.145843505859375
108,139.04544067382812,132.96893310546875,94.79226684570312,146.9177703857422,146.23599243164062,163.34246826171875,14.994446754455566,13.43767261505127,146.23599243164062,30.890382766723633
109,138.138671875,135.44583129882812,102.18755340576172,145.810791015625,147.70443725585938,165.9003143310547,7.760507583618164,18.154560089111328,147.70443725585938,30.306791305541992
110,152.58871459960938,131.38656616210938,89.59856414794922,135.6796112060547,146.76727294921875,166.886962890625,6.322635650634766,16.809247970581055,146.76727294921875,36.07476806640625
111,130.37957763671875,145.83486938476562,81.68121337890625,156.96006774902344,146.26742553710938,164.5823211669922,11.14229679107666,17.48906135559082,146.26742553710938,33.54867172241211
112,136.6519317626953,136.62686157226562,96.76411437988281,157.8876953125,148.96434020996094,166.0708465576172,8.182036399841309,18.19084930419922,148.96434020996094,32.67444610595703
113,133.3358612060547,140.82308959960938,103.07330322265625,167.0877685546875,144.75270080566406,165.60452270507812,13.57065486907959,17.238834381103516,144.75270080566406,34.68036651611328
114,131.52273559570312,142.3013458251953,96.75202941894531,163.1438751220703,147.7556915283203,163.0988006591797,8.648381233215332,19.179441452026367,147.7556915283203,34.60584259033203
115,133.18177795410156,127.58879852294922,78.86995697021484,147.98171997070312,148.94821166992188,162.2917938232422,11.010058403015137,14.99100112915039,148.94821166992188,33.45667266845703
116,141.31227111816406,134.71310424804688,106.87356567382812,167.49659729003906,144.5540771484375,164.979248046875,13.399056434631348,16.950748443603516,144.5540771484375,33.44340515136719
117,150.42491149902344,144.65142822265625,97.57687377929688,148.47796630859375,146.4001007080078,167.99603271484375,9.904943466186523,21.644947052001953,146.4001007080078,33.74882888793945
118,135.41387939453125,138.14532470703125,86.55496978759766,113.2411117553711,147.85838317871094,165.9576416015625,8.262938499450684,16.42524528503418,147.85838317871094,34.58016586303711
119,139.82228088378906,135.58877563476562,100.95924377441406,146.70632934570312,147.54978942871094,161.84629821777344,5.9258575439453125,18.880847930908203,147.54978942871094,31.116065979003906
120,140.14659118652344,134.9820556640625,99.41731262207031,159.67962646484375,147.07810974121094,163.2846221923828,6.919766902923584,16.725435256958008,147.07810974121094,34.56223678588867
121,141.77854919433594,130.04315185546875,108.3508529663086,161.51438903808594,145.50921630859375,164.90090942382812,7.130527973175049,19.481246948242188,145.50921630859375,32.54423141479492
122,142.68820190429688,136.81207275390625,89.90585327148438,123.49615478515625,148.1442413330078,165.99961853027344,6.765120506286621,20.402902603149414,148.1442413330078,35.0186767578125
123,138.65785217285156,140.23887634277344,91.51448059082031,119.86408996582031,146.943603515625,166.7052001953125,8.960522651672363,19.401060104370117,146.943603515625,30.891220092773438
124,140.5728759765625,144.29855346679688,99.00839233398438,132.11495971679688,145.99708557128906,165.6795654296875,8.06165599822998,22.106815338134766,145.99708557128906,27.793685913085938
125,150.26048278808594,147.05859375,94.56346893310547,134.77297973632812,145.63214111328125,165.33563232421875,8.54175853729248,19.28458023071289,145.63214111328125,37.30491256713867
126,135.92581176757812,139.4960174560547,111.52896881103516,122.90624237060547,152.37631225585938,164.04246520996094,7.638923168182373,17.259933471679688,152.37631225585938,33.51839828491211
127,145.04246520996094,145.46456909179688,102.86084747314453,148.8623046875,145.76849365234375,164.09622192382812,8.128761291503906,23.838788986206055,145.76849365234375,32.63728332519531
128,146.35223388671875,136.0198974609375,94.24420166015625,155.39434814453125,148.02467346191406,159.7823486328125,9.672232627868652,15.127058029174805,148.02467346191406,30.703163146972656
129,133.9348907470703,142.6522979736328,92.51984405517578,151.1879119873047,149.59593200683594,165.1728057861328,12.472578048706055,22.258638381958008,149.59593200683594,32.93424987792969
130,140.99057006835938,136.97021484375,82.19247436523438,145.65003967285156,146.88832092285156,164.0983428955078,8.850483894348145,14.267127990722656,146.88832092285156,35.20512390136719
131,135.1875457763672,141.5253143310547,76.5198745727539,133.92538452148438,146.621826171875,165.7811737060547,7.157932758331299,16.385305404663086,146.621826171875,39.20353317260742
132,147.17730712890625,127.17912292480469,97.15033721923828,163.03150939941406,147.23512268066406,166.16639709472656,8.002362251281738,17.780990600585938,147.23512268066406,36.48314666748047
133,138.8378143310547,130.9305419921875,96.09835052490234,156.1639862060547,148.0326385498047,166.7239227294922,10.424715995788574,21.42935562133789,148.0326385498047,32.82732391357422
134,137.58509826660156,132.7191162109375,100.92291259765625,136.15704345703125,145.15234375,170.25527954101562,7.754788875579834,17.29710578918457,145.15234375,35.499122619628906
135,140.02212524414062,142.08177185058594,96.80558776855469,175.91912841796875,147.90513610839844,164.1980743408203,10.24111557006836,19.05487060546875,147.90513610839844,35.46038055419922
136,141.67864990234375,135.9086151123047,92.56147766113281,132.8807830810547,146.755615234375,164.97219848632812,4.124547958374023,16.92963981628418,146.755615234375,34.27292251586914
137,143.37049865722656,137.5277099609375,84.66856384277344,149.0351104736328,147.27267456054688,163.30125427246094,8.155478477478027,23.492727279663086,147.27267456054688,32.68183135986328
138,135.05364990234375,137.8330841064453,98.47087860107422,168.7946319580078,149.43142700195312,163.2408905029297,8.224854469299316,19.791606903076172,149.43142700195312,34.07001495361328
139,143.19126892089844,139.3314208984375,112.65101623535156,171.50599670410156,143.984130859375,164.70851135253906,8.990205764770508,19.610179901123047,143.984130859375,32.34756088256836
140,145.26226806640625,140.0123748779297,86.60946655273438,136.4017333984375,150.3750762939453,162.5100860595703,6.905295372009277,15.028844833374023,150.3750762939453,34.70186233520508
141,142.90585327148438,145.2526397705078,109.1012191772461,161.6228485107422,149.1773681640625,165.83642578125,5.275331974029541,19.642715454101562,149.1773681640625,30.60986328125
142,141.0186309814453,139.27513122558594,88.70691680908203,144.22885131835938,148.3094940185547,162.5037841796875,10.809261322021484,20.041147232055664,148.3094940185547,35.7183952331543
143,144.7984619140625,140.99224853515625,99.03244018554688,145.4662628173828,145.33079528808594,166.06947326660156,6.156318187713623,18.842491149902344,145.33079528808594,33.87870788574219
144,137.1472625732422,137.3760986328125,94.94224548339844,155.6802215576172,145.9710235595703,167.56454467773438,9.058960914611816,22.2575626373291,145.9710235595703,38.901676177978516
145,139.46376037597656,134.3780975341797,81.43586730957031,144.6368408203125,147.90597534179688,163.2617950439453,9.417386054992676,21.100406646728516,147.90597534179688,33.2780876159668
146,140.49205017089844,132.7775115966797,85.6494369506836,160.79312133789062,142.14349365234375,168.0937957763672,7.316464900970459,19.577796936035156,142.14349365234375,36.40305709838867
147,147.47975158691406,139.64833068847656,97.05366516113281,137.62449645996094,146.2325439453125,162.57545471191406,12.299416542053223,19.500141143798828,146.2325439453125,32.70690155029297
148,145.451904296875,144.6204376220703,98.2497787475586,153.49916076660156,146.20562744140625,162.5463409423828,4.245100975036621,20.98739242553711,146.20562744140625,30.600358963012695
149,136.05136108398438,139.5555419921875,114.93941497802734,161.9495391845703,143.5838623046875,160.1593780517578,11.222315788269043,20.226608276367188,143.5838623046875,26.751270294189453
150,140.1027069091797,141.4351806640625,76.68618774414062,77.21700286865234,141.2367401123047,158.771728515625,10.897442817687988,10.310152053833008,141.2367401123047,35.30487060546875
151,136.14700317382812,140.9415740966797,66.48294067382812,58.30637741088867,148.0627899169922,156.6318359375,12.97177791595459,12.893865585327148,148.0627899169922,30.325532913208008
152,153.32077026367188,136.94622802734375,70.7854232788086,75.3631362915039,142.0840301513672,156.7665252685547,9.264164924621582,12.977055549621582,142.0840301513672,31.887699127197266
153,154.10350036621094,144.4532928466797,75.24842834472656,77.506103515625,141.94361877441406,161.3166046142578,8.222586631774902,9.014388084411621,141.94361877441406,35.977054595947266
154,146.6692657470703,128.0856475830078,71.10538482666016,69.58926391601562,142.6808624267578,159.78102111816406,12.45246410369873,11.007661819458008,142.6808624267578,32.16690444946289
155,141.37698364257812,126.75352478027344,69.35122680664062,65.47315979003906,144.37411499023438,160.51060485839844,10.774826049804688,7.5874714851379395,144.37411499023438,33.13094711303711
156,148.38490295410156,141.4945068359375,67.41592407226562,65.45903778076172,146.9533233642578,155.6328582763672,9.756912231445312,8.0166015625,146.9533233642578,30.665620803833008
157,128.0830841064453,139.6490478515625,71.10281372070312,63.461647033691406,146.61085510253906,160.17327880859375,11.700918197631836,14.091547966003418,146.61085510253906,29.718082427978516
158,147.44668579101562,130.60975646972656,66.547607421875,63.527366638183594,145.1608428955078,160.22657775878906,12.518446922302246,9.768049240112305,145.1608428955078,32.69916534423828
159,134.67535400390625,128.1881561279297,65.09235382080078,70.31298065185547,144.23095703125,158.25543212890625,12.872406005859375,11.686647415161133,144.23095703125,31.108821868896484
160,137.65464782714844,137.71160888671875,65.14447021484375,79.04031372070312,147.83534240722656,160.67922973632812,11.378039360046387,10.867668151855469,147.83534240722656,34.2434196472168
161,145.76490783691406,144.43540954589844,73.279052734375,76.8275146484375,144.3517608642578,160.19656372070312,10.403990745544434,11.914078712463379,144.3517608642578,36.294246673583984
162,131.1549835205078,143.58567810058594,77.0012435913086,78.34521484375,143.93560791015625,160.75070190429688,12.212800979614258,12.85026741027832,143.93560791015625,33.71556091308594
163,146.0515594482422,134.09519958496094,71.519287109375,82.52173614501953,143.3501739501953,159.79428100585938,13.291433334350586,9.791712760925293,143.3501739501953,32.295013427734375
164,138.78109741210938,135.35342407226562,75.45459747314453,58.66535186767578,147.99212646484375,158.074462890625,10.107231140136719,12.057674407958984,147.99212646484375,32.95210266113281
165,139.99671936035156,140.15318298339844,67.02293395996094,58.95231628417969,146.0774688720703,158.65728759765625,10.495950698852539,9.252829551696777,146.0774688720703,37.33119201660156
166,142.61849975585938,128.78407287597656,70.00411987304688,55.12482833862305,143.25930786132812,159.55262756347656,9.839190483093262,11.81091022491455,143.25930786132812,33.002376556396484
167,146.4419708251953,127.05253601074219,65.95750427246094,57.87681198120117,146.9501953125,160.64450073242188,9.807243347167969,8.345861434936523,146.9501953125,32.45728302001953
168,138.2466278076172,146.64834594726562,69.06369018554688,79.63664245605469,147.568603515625,160.213134765625,9.290326118469238,11.440587043762207,147.568603515625,33.82261276245117
